NAME,SYSBRANCHID,SYSWAREHOUSEID,NAME,SYSBRANCHID,TRANDATE,TRANNO,GRANDTOTAL,CASH,TOTALPAYBYCASH,TOTALPAYBYCHEQUE,TOTALPAYBYCREDITCARD,TOTALPAYBYCASHCARD,TOTALPAYBYTRANFER,TOTALWITHHOLDINGTAX,TOTALCASHDISCOUNT,DEPOSITDISCOUNT,TOTAL,TOTALVAT,FCANCEL,SYSWAREHOUSEID,FCREDITOR,FINCOME,FSTOCKMAIN,SYSSALEID,SYSPERSONID,CC_CHEQUEDATE,CF_TRANDATE,COMPANY_NAME
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:53:35,OSVS6908000023,350.0000,350.0000,350.0000,0,0,0,0,0,0,0,327.1000,22.9000,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 08:02:49,OSVS6908000056,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 04:11:35,OSVS6908000004,33.0000,40.0000,33.0000,0,0,0,0,0,0,0,30.8400,2.1600,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:44:20,OSVS6908000039,29.0000,29.0000,29.0000,0,0,0,0,0,0,0,27.1000,1.9000,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:02:55,OSVS6908000045,168.0000,168.0000,168.0000,0,0,0,0,0,0,0,157.0100,10.9900,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 08:03:15,OSVS6908000057,66.0000,100.0000,66.0000,0,0,0,0,0,0,0,61.6800,4.3200,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:30:46,OSVS6908000049,15.0000,50.0000,15.0000,0,0,0,0,0,0,0,15.0000,0,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:43:54,OSVS6908000052,12.0000,20.0000,12.0000,0,0,0,0,0,0,0,11.2100,0.7900,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 04:50:09,OSVS6908000007,155.0000,500.0000,155.0000,0,0,0,0,0,0,0,144.8600,10.1400,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:20:13,OSVS6908000014,60.0000,100.0000,60.0000,0,0,0,0,0,0,0,56.0700,3.9300,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:20:09,OSVS6908000034,171.0000,0,0,0,0,0,171.0000,0,0,0,159.8100,11.1900,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:47:32,OSVS6908000053,212.0000,212.0000,212.0000,0,0,0,0,0,0,0,198.1300,13.8700,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:36:03,OSVS6908000036,205.0000,0,0,0,0,0,205.0000,0,0,0,191.5900,13.4100,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:59:16,OSVS6908000027,46.0000,60.0000,46.0000,0,0,0,0,0,0,0,42.9900,3.0100,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:56:59,OSVS6908000043,93.0000,100.0000,93.0000,0,0,0,0,0,0,0,86.9200,6.0800,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:02:43,OSVS6908000029,2200.0000,2200.0000,2200.0000,0,0,0,0,0,0,0,2056.0700,143.9300,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:19:07,OSVS6908000013,117.0000,120.0000,117.0000,0,0,0,0,0,0,0,109.3500,7.6500,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:28:04,OSVS6908000048,162.0000,202.0000,162.0000,0,0,0,0,0,0,0,151.4000,10.6000,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 04:56:37,OSVS6908000008,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:09:51,OSVS6908000011,208.0000,300.0000,208.0000,0,0,0,0,0,0,0,196.7500,11.2500,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:52:53,OSVS6908000055,25.0000,30.0000,25.0000,0,0,0,0,0,0,0,23.3600,1.6400,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:41:32,OSVS6908000021,29.0000,100.0000,29.0000,0,0,0,0,0,0,0,27.1000,1.9000,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 10:11:28,OSVS6908000065,31.0000,31.0000,31.0000,0,0,0,0,0,0,0,28.9700,2.0300,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 04:18:37,OSVS6908000005,115.0000,0,0,0,0,0,115.0000,0,0,0,107.4800,7.5200,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:35:41,OSVS6908000020,18.0000,20.0000,18.0000,0,0,0,0,0,0,0,18.0000,0,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:21:33,OSVS6908000016,12.0000,12.0000,12.0000,0,0,0,0,0,0,0,11.2100,0.7900,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:45:11,OSVS6908000022,180.0000,200.0000,180.0000,0,0,0,0,0,0,0,168.2200,11.7800,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 08:49:09,OSVS6908000061,378.0000,400.0000,378.0000,0,0,0,0,0,0,0,354.4500,23.5500,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 07:50:48,OSVS6908000054,172.0000,200.0000,172.0000,0,0,0,0,0,0,0,161.9300,10.0700,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 11:22:48,OSVS6908000067,111.0000,111.0000,111.0000,0,0,0,0,0,0,0,108.9700,2.0300,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 06:16:10,OSVS6908000032,130.0000,130.0000,130.0000,0,0,0,0,0,0,0,126.7300,3.2700,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,5/8/2026 05:25:39,OSVS6908000017,163.0000,200.0000,163.0000,0,0,0,0,0,0,0,153.5100,9.4900,0,0,0,1,-1,5,65,,05/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:16:49,OSVS6908000079,365.0000,400.0000,365.0000,0,0,0,0,0,0,0,341.1200,23.8800,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 06:28:07,OSVS6908000094,194.0000,200.0000,194.0000,0,0,0,0,0,0,0,182.4900,11.5100,0,0,0,1,-1,5,100000000000004,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 06:05:59,OSVS6908000090,217.0000,0,0,0,0,0,217.0000,0,0,0,202.8000,14.2000,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:03:36,OSVS6908000075,138.0000,138.0000,138.0000,0,0,0,0,0,0,0,130.1500,7.8500,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:33:51,OSVS6908000107,41.0000,100.0000,41.0000,0,0,0,0,0,0,0,41.0000,0,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 08:34:37,OSVS6908000116,48.0000,50.0000,48.0000,0,0,0,0,0,0,0,44.8600,3.1400,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:11:50,OSVS6908000077,232.0000,600.0000,232.0000,0,0,0,0,0,0,0,216.8200,15.1800,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 08:55:28,OSVS6908000120,232.0000,232.0000,232.0000,0,0,0,0,0,0,0,222.0600,9.9400,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:40:19,OSVS6908000108,91.0000,100.0000,91.0000,0,0,0,0,0,0,0,85.0500,5.9500,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 08:02:39,OSVS6908000111,58.0000,70.0000,58.0000,0,0,0,0,0,0,0,55.3800,2.6200,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:16:54,OSVS6908000102,30.0000,40.0000,30.0000,0,0,0,0,0,0,0,28.0400,1.9600,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:22:40,OSVS6908000083,145.0000,145.0000,145.0000,0,0,0,0,0,0,0,135.5100,9.4900,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:18:55,OSVS6908000080,194.0000,1000.0000,194.0000,0,0,0,0,0,0,0,183.6600,10.3400,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:15:32,OSVS6908000078,77.0000,77.0000,77.0000,0,0,0,0,0,0,0,71.9600,5.0400,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:21:53,OSVS6908000082,31.0000,31.0000,31.0000,0,0,0,0,0,0,0,28.9700,2.0300,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:56:03,OSVS6908000088,442.0000,0,0,0,0,0,442.0000,0,0,0,415.4400,26.5600,0,0,0,1,-1,5,100000000000005,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 06:00:33,OSVS6908000089,199.0000,200.0000,199.0000,0,0,0,0,0,0,0,187.1600,11.8400,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:31:55,OSVS6908000106,46.0000,46.0000,46.0000,0,0,0,0,0,0,0,42.9900,3.0100,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 04:18:34,OSVS6908000070,172.0000,0,0,0,0,0,172.0000,0,0,0,161.9300,10.0700,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:50:51,OSVS6908000110,203.0000,205.0000,203.0000,0,0,0,0,0,0,0,190.5100,12.4900,0,0,0,1,-1,5,100000000000011,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 08:43:12,OSVS6908000117,240.0000,240.0000,240.0000,0,0,0,0,0,0,0,240.0000,0,0,0,0,1,-1,5,100000000000008,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 08:05:29,OSVS6908000112,26.0000,30.0000,26.0000,0,0,0,0,0,0,0,24.3000,1.7000,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 10:19:05,OSVS6908000124,10.0000,10.0000,10.0000,0,0,0,0,0,0,0,9.3500,0.6500,0,0,0,1,-1,5,100000000000016,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:30:08,OSVS6908000105,102.0000,102.0000,102.0000,0,0,0,0,0,0,0,95.3300,6.6700,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:44:45,OSVS6908000109,374.0000,0,0,0,0,0,374.0000,0,0,0,354.7700,19.2300,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 06:35:57,OSVS6908000095,76.0000,100.0000,76.0000,0,0,0,0,0,0,0,71.0300,4.9700,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 07:14:58,OSVS6908000101,20.0000,20.0000,20.0000,0,0,0,0,0,0,0,18.6900,1.3100,0,0,0,1,-1,5,100000000000009,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 09:23:45,OSVS6908000122,12.0000,20.0000,12.0000,0,0,0,0,0,0,0,12.0000,0,0,0,0,1,-1,5,100000000000013,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดเทศบาล,1,0,เทศบาล,1,6/8/2026 05:46:56,OSVS6908000087,29.0000,40.0000,29.0000,0,0,0,0,0,0,0,27.1000,1.9000,0,0,0,1,-1,5,65,,06/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
